"Citable Reference","Context Description","Title","Description","Start Date","Start Date (num)","End Date","End Date (num)","Covering Dates","Held by","Catalogue level","References","Opening Date","Closure Status","Closure Type","Closure Code","Subjects","Digitised","ID","Score"
"FO 371/8572","Foreign Office: Political Departments: General Correspondence from 1906-1966. Central.","Czechoslovakia. Code 12 Files 56 - 177 (to paper 177)","Czechoslovakia. Code 12 Files 56 - 177 (to paper 177).","01/01/1923","19230101","31/12/1923","19231231","1923","The National Archives, Kew","6","Former Reference Dep: File 56-177 (file paper).","","Open Document, Open Description","Normal Closure before FOI Act:","30","C10131 Europe and Russia;
        C10049 International","","C2766237","332.856567"
"FO 395/402","Foreign Office: News Department: General Correspondence from 1906.","General. Code 150 File 6","General. Code 150 File 6.","01/01/1925","19250101","31/12/1925","19251231","1925","The National Archives, Kew","6","Former Reference Dep: File 6.","","Open Document, Open Description","Normal Closure before FOI Act:","30","C10049 International","","C4266583","309.7334"
"FO 371/10065","Foreign Office: Political Departments: General Correspondence from 1906-1966. Eastern.","Egypt. Code 16 File 4036","Egypt. Code 16 File 4036.","01/01/1924","19240101","31/12/1924","19241231","1924","The National Archives, Kew","6","Former Reference Dep: File 4036.","","Open Document, Open Description","Normal Closure before FOI Act:","30","C10128 Middle East;
        C10049 International","","C2767730","309.615265"
"FO 371/9568","Foreign Office: Political Departments: General Correspondence from 1906-1966. American.","Mexico. Code 26 File 278","Mexico. Code 26 File 278.","01/01/1924","19240101","31/12/1924","19241231","1924","The National Archives, Kew","6","Former Reference Dep: File 278.","","Open Document, Open Description","Normal Closure before FOI Act:","30","C10049 International;
        C10125 Americas","","C2767233","309.615265"
"FO 371/9381","Foreign Office: Political Departments: General Correspondence from 1906-1966. Western.","Belgium. Code 4 File 69","Belgium. Code 4 File 69.","01/01/1923","19230101","31/12/1923","19231231","1923","The National Archives, Kew","6","Former Reference Dep: File 69.","","Open Document, Open Description","Normal Closure before FOI Act:","30","C10131 Europe and Russia;
        C10049 International","","C2767046","309.615265"
"FO 371/8247","Foreign Office: Political Departments: General Correspondence from 1906-1966. Western.","France. Code 17 File 4","France. Code 17 File 4.","01/01/1922","19220101","31/12/1922","19221231","1922","The National Archives, Kew","6","Former Reference Dep: File 4.","","Open Document, Open Description","Normal Closure before FOI Act:","30","C10131 Europe and Russia;
        C10049 International","","C2765912","309.615265"
"FO 371/5101","Foreign Office: Political Departments: General Correspondence from 1906-1966. Eastern.","Turkey. Code 44 File 47","Turkey. Code 44 File 47.","01/01/1920","19200101","31/12/1920","19201231","1920","The National Archives, Kew","6","Former Reference Dep: File 47.","","Open Document, Open Description","Normal Closure before FOI Act:","30","C10128 Middle East;
        C10049 International","","C2762766","309.615265"
"FO 371/10032","Foreign Office: Political Departments: General Correspondence from 1906-1966. Eastern.","Egypt. Code 16 File 193","Egypt. Code 16 File 193.","01/01/1924","19240101","31/12/1924","19241231","1924","The National Archives, Kew","6","Former Reference Dep: File 193.","","Open Document, Open Description","Normal Closure before FOI Act:","30","C10128 Middle East;
        C10049 International","","C2767697","309.615265"
"FO 371/10902","Foreign Office: Political Departments: General Correspondence from 1906-1966. Egyptian.","Egypt. Code 16 File 174","Egypt. Code 16 File 174.","01/01/1925","19250101","31/12/1925","19251231","1925","The National Archives, Kew","6","Former Reference Dep: File 174.","","Open Document, Open Description","Normal Closure before FOI Act:","30","C10128 Middle East;
        C10049 International","","C2768567","309.615265"
"FO 371/10594","Foreign Office: Political Departments: General Correspondence from 1906-1966. Western.","Spain. Code 41 File 175","Spain. Code 41 File 175.","01/01/1924","19240101","31/12/1924","19241231","1924","The National Archives, Kew","6","Former Reference Dep: File 175.","","Open Document, Open Description","Normal Closure before FOI Act:","30","C10131 Europe and Russia;
        C10049 International","","C2768259","309.615265"
"FO 371/10597","Foreign Office: Political Departments: General Correspondence from 1906-1966. Western.","Spain. Code 41 File 4580","Spain. Code 41 File 4580.","01/01/1924","19240101","31/12/1924","19241231","1924","The National Archives, Kew","6","Former Reference Dep: File 4580.","","Open Document, Open Description","Normal Closure before FOI Act:","30","C10131 Europe and Russia;
        C10049 International","","C2768262","309.615265"
"FO 395/394","Foreign Office: News Department: General Correspondence from 1906.","United States. Code 145 File 99","United States. Code 145 File 99.","01/01/1923","19230101","31/12/1923","19231231","1923","The National Archives, Kew","6","Former Reference Dep: File 99.","","Open Document, Open Description","Normal Closure before FOI Act:","30","C10049 International;
        C10125 Americas","","C4266575","307.1708"
"FO 371/5707","Foreign Office: Political Departments: General Correspondence from 1906-1966. American.","United States. Code 45 File 5223","United States. Code 45 File 5223.","01/01/1921","19210101","31/12/1921","19211231","1921","The National Archives, Kew","6","Former Reference Dep: File 5223.","","Open Document, Open Description","Normal Closure before FOI Act:","30","C10049 International;
        C10125 Americas","","C2763372","307.052673"
"FO 371/5570","Foreign Office: Political Departments: General Correspondence from 1906-1966. American.","America: General. Code 51 File 105","America: General. Code 51 File 105.","01/01/1921","19210101","31/12/1921","19211231","1921","The National Archives, Kew","6","Former Reference Dep: File 105.","","Open Document, Open Description","Normal Closure before FOI Act:","30","C10049 International;
        C10125 Americas","","C2763235","307.052673"
"FO 371/8284","Foreign Office: Political Departments: General Correspondence from 1906-1966. Western.","[Western]: General. Code 50 File 300","[Western]: General. Code 50 File 300.","01/01/1922","19220101","31/12/1922","19221231","1922","The National Archives, Kew","6","Former Reference Dep: File 300.","","Open Document, Open Description","Normal Closure before FOI Act:","30","C10049 International","","C2765949","307.052673"
"FO 371/5663","Foreign Office: Political Departments: General Correspondence from 1906-1966. American.","United States. Code 45 File 272","United States. Code 45 File 272.","01/01/1921","19210101","31/12/1921","19211231","1921","The National Archives, Kew","6","Former Reference Dep: File 272.","","Open Document, Open Description","Normal Closure before FOI Act:","30","C10049 International;
        C10125 Americas","","C2763328","307.052673"
"FO 371/5713","Foreign Office: Political Departments: General Correspondence from 1906-1966. American.","United States. Code 45 File 7058","United States. Code 45 File 7058.","01/01/1921","19210101","31/12/1921","19211231","1921","The National Archives, Kew","6","Former Reference Dep: File 7058.","","Open Document, Open Description","Normal Closure before FOI Act:","30","C10049 International;
        C10125 Americas","","C2763378","307.052673"
"FO 395/403","Foreign Office: News Department: General Correspondence from 1906.","General. Code 150 File 31","General. Code 150 File 31.","01/01/1925","19250101","31/12/1925","19251231","1925","The National Archives, Kew","6","Former Reference Dep: File 31.","","Open Document, Open Description","Normal Closure before FOI Act:","30","C10049 International","","C4266584","306.606"
"FO 371/5943","Foreign Office: Political Departments: General Correspondence from 1906-1966. Central.","Germany. Code 18 File 225","Germany. Code 18 File 225.","01/01/1921","19210101","31/12/1921","19211231","1921","The National Archives, Kew","6","Former Reference Dep: File 225.","","Open Document, Open Description","Normal Closure before FOI Act:","30","C10131 Europe and Russia;
        C10049 International","","C2763608","306.4912"
"FO 371/8349","Foreign Office: Political Departments: General Correspondence from 1906-1966. Western.","Morocco. Code 28 File 291","Morocco. Code 28 File 291.","01/01/1922","19220101","31/12/1922","19221231","1922","The National Archives, Kew","6","Former Reference Dep: File 291.","","Open Document, Open Description","Normal Closure before FOI Act:","30","C10128 Middle East;
        C10049 International","","C2766014","306.4912"
"FO 371/5830","Foreign Office: Political Departments: General Correspondence from 1906-1966. Central.","Czechoslovakia. Code 12 File 14612","Czechoslovakia. Code 12 File 14612.","01/01/1921","19210101","31/12/1921","19211231","1921","The National Archives, Kew","6","Former Reference Dep: File 14612.","","Open Document, Open Description","Normal Closure before FOI Act:","30","C10131 Europe and Russia;
        C10049 International","","C2763495","306.4912"
"FO 371/5175","Foreign Office: Political Departments: General Correspondence from 1906-1966. Eastern.","Turkey. Code 44 File 289","Turkey. Code 44 File 289.","01/01/1920","19200101","31/12/1920","19201231","1920","The National Archives, Kew","6","Former Reference Dep: File 289.","","Open Document, Open Description","Normal Closure before FOI Act:","30","C10128 Middle East;
        C10049 International","","C2762840","306.4912"
"FO 371/8953","Foreign Office: Political Departments: General Correspondence from 1906-1966. Eastern.","Arabia. Code 91 File 3645","Arabia. Code 91 File 3645.","01/01/1923","19230101","31/12/1923","19231231","1923","The National Archives, Kew","6","Former Reference Dep: File 3645.","","Open Document, Open Description","Normal Closure before FOI Act:","30","C10128 Middle East;
        C10049 International","","C2766618","306.4912"
"FO 371/8164","Foreign Office: Political Departments: General Correspondence from 1906-1966. Northern.","Russia. Code 38 File 51","Russia. Code 38 File 51.","01/01/1922","19220101","31/12/1922","19221231","1922","The National Archives, Kew","6","Former Reference Dep: File 51.","","Open Document, Open Description","Normal Closure before FOI Act:","30","C10131 Europe and Russia;
        C10049 International;
        C10126 Asia","","C2765829","306.4912"
"FO 371/6677","Foreign Office: Political Departments: General Correspondence from 1906-1966. Far-Eastern.","Japan. Code 23 File 78","Japan. Code 23 File 78.","01/01/1921","19210101","31/12/1921","19211231","1921","The National Archives, Kew","6","Former Reference Dep: File 78.","","Open Document, Open Description","Normal Closure before FOI Act:","30","C10049 International;
        C10126 Asia","","C2764342","306.436"
"FO 371/5399","Foreign Office: Political Departments: General Correspondence from 1906-1966. Northern.","Poland. Code 55 File 236","Poland. Code 55 File 236.","01/01/1920","19200101","31/12/1920","19201231","1920","The National Archives, Kew","6","Former Reference Dep: File 236.","","Open Document, Open Description","Normal Closure before FOI Act:","30","C10131 Europe and Russia;
        C10049 International","","C2763064","305.605347"
"FO 372/1587","Foreign Office: Treaty Department and successors: General Correspondence from 1906.","Cuba. Code 314 file 2406.","Cuba. Code 314 file 2406.","01/01/1921","19210101","31/12/1921","19211231","1921","The National Archives, Kew","6","Former Reference Dep: File 2406.","","Open Document, Open Description","Normal Closure before FOI Act:","30","C10130 Caribbean;
        C10049 International;
        C10112 Treaties and alliances","","C2496184","305.605347"
"FO 371/10751","Foreign Office: Political Departments: General Correspondence from 1906-1966. Central.","Germany. Code 18 File 1246","Germany. Code 18 File 1246.","01/01/1925","19250101","31/12/1925","19251231","1925","The National Archives, Kew","6","Former Reference Dep: File 1246.","","Open Document, Open Description","Normal Closure before FOI Act:","30","C10131 Europe and Russia;
        C10049 International","","C2768416","305.605347"
"FO 371/10871","Foreign Office: Political Departments: General Correspondence from 1906-1966. Egyptian.","Abyssinia. Code 1 File 130","Abyssinia. Code 1 File 130.","01/01/1925","19250101","31/12/1925","19251231","1925","The National Archives, Kew","6","Former Reference Dep: File 130.","","Open Document, Open Description","Normal Closure before FOI Act:","30","C10049 International;
        C10124 Africa","","C2768536","305.605347"
"FO 371/9899","Foreign Office: Political Departments: General Correspondence from 1906-1966. Central.","Hungary. Code 21 File 18","Hungary. Code 21 File 18.","01/01/1924","19240101","31/12/1924","19241231","1924","The National Archives, Kew","6","Former Reference Dep: File 18.","","Open Document, Open Description","Normal Closure before FOI Act:","30","C10131 Europe and Russia;
        C10049 International","","C2767564","305.605347"
"FO 371/9396","Foreign Office: Political Departments: General Correspondence from 1906-1966. Western.","France. Code 17 File 1851","France. Code 17 File 1851.","01/01/1923","19230101","31/12/1923","19231231","1923","The National Archives, Kew","6","Former Reference Dep: File 1851.","","Open Document, Open Description","Normal Closure before FOI Act:","30","C10131 Europe and Russia;
        C10049 International","","C2767061","305.605347"
"FO 371/10811","Foreign Office: Political Departments: General Correspondence from 1906-1966. Eastern.","Arabia. Code 91 File 12","Arabia. Code 91 File 12.","01/01/1925","19250101","31/12/1925","19251231","1925","The National Archives, Kew","6","Former Reference Dep: File 12.","","Open Document, Open Description","Normal Closure before FOI Act:","30","C10128 Middle East;
        C10049 International","","C2768476","305.605347"
"FO 371/10107","Foreign Office: Political Departments: General Correspondence from 1906-1966. Eastern.","Eastern: General. Code 65 File 1354","Eastern: General. Code 65 File 1354.","01/01/1924","19240101","31/12/1924","19241231","1924","The National Archives, Kew","6","Former Reference Dep: File 1354.","","Open Document, Open Description","Normal Closure before FOI Act:","30","C10049 International","","C2767772","303.953644"
"FO 371/10804","Foreign Office: Political Departments: General Correspondence from 1906-1966. Central.","Roumania [Romania]. Code 37 File 2265","Roumania [Romania]. Code 37 File 2265.","01/01/1925","19250101","31/12/1925","19251231","1925","The National Archives, Kew","6","Former Reference Dep: File 2265.","","Open Document, Open Description","Normal Closure before FOI Act:","30","C10131 Europe and Russia;
        C10049 International","","C2768469","303.953644"
"FO 371/10803","Foreign Office: Political Departments: General Correspondence from 1906-1966. Central.","Roumania [Romania]. Code 37 File 1294","Roumania [Romania]. Code 37 File 1294.","01/01/1925","19250101","31/12/1925","19251231","1925","The National Archives, Kew","6","Former Reference Dep: File 1294.","","Open Document, Open Description","Normal Closure before FOI Act:","30","C10131 Europe and Russia;
        C10049 International","","C2768468","303.953644"
"FO 369/1847","Foreign Office: Consular Department: General Correspondence from 1906.","Turkey. Code 244 File 131","Turkey. Code 244 File 131.","01/01/1923","19230101","31/12/1923","19231231","1923","The National Archives, Kew","6","Former Reference Dep: File 131.","","Open Document, Open Description","Normal Closure before FOI Act:","30","C10128 Middle East;
        C10049 International","","C4259460","303.829346"
"FO 371/9414","Foreign Office: Political Departments: General Correspondence from 1906-1966. Western.","Health. Code 94 File 39","Health. Code 94 File 39.","01/01/1923","19230101","31/12/1923","19231231","1923","The National Archives, Kew","6","Former Reference Dep: File 39.","","Open Document, Open Description","Normal Closure before FOI Act:","30","C10049 International","","C2767079","303.711517"
"FO 371/6891","Foreign Office: Political Departments: General Correspondence from 1906-1966. Northern.","Russia. Code 38 File 626","Russia. Code 38 File 626.","01/01/1921","19210101","31/12/1921","19211231","1921","The National Archives, Kew","6","Former Reference Dep: File 626.","","Open Document, Open Description","Normal Closure before FOI Act:","30","C10131 Europe and Russia;
        C10049 International;
        C10126 Asia","","C2764556","303.711517"
"FO 372/1827","Foreign Office: Treaty Department and successors: General Correspondence from 1906.","Brazil. Code 306 file 47.","Brazil. Code 306 file 47.","01/01/1922","19220101","31/12/1922","19221231","1922","The National Archives, Kew","6","Former Reference Dep: File 47.","","Open Document, Open Description","Normal Closure before FOI Act:","30","C10049 International;
        C10112 Treaties and alliances;
        C10125 Americas","","C2496424","303.711517"
"FO 371/10148","Foreign Office: Political Departments: General Correspondence from 1906-1966. Eastern.","Persia. Code 34 File 617","Persia. Code 34 File 617.","01/01/1924","19240101","31/12/1924","19241231","1924","The National Archives, Kew","6","Former Reference Dep: File 617.","","Open Document, Open Description","Normal Closure before FOI Act:","30","C10128 Middle East;
        C10049 International","","C2767813","303.711517"
"FO 371/9551","Foreign Office: Political Departments: General Correspondence from 1906-1966. American.","Liberia. Code 24 File 299","Liberia. Code 24 File 299.","01/01/1924","19240101","31/12/1924","19241231","1924","The National Archives, Kew","6","Former Reference Dep: File 299.","","Open Document, Open Description","Normal Closure before FOI Act:","30","C10049 International;
        C10124 Africa","","C2767216","303.711517"
"FO 371/7126","Foreign Office: Political Departments: General Correspondence from 1906-1966. Western.","Spain. Code 41 File 873","Spain. Code 41 File 873.","01/01/1921","19210101","31/12/1921","19211231","1921","The National Archives, Kew","6","Former Reference Dep: File 873.","","Open Document, Open Description","Normal Closure before FOI Act:","30","C10131 Europe and Russia;
        C10049 International","","C2764791","303.711517"
"FO 371/10033","Foreign Office: Political Departments: General Correspondence from 1906-1966. Eastern.","Egypt. Code 16 File 200","Egypt. Code 16 File 200.","01/01/1924","19240101","31/12/1924","19241231","1924","The National Archives, Kew","6","Former Reference Dep: File 200.","","Open Document, Open Description","Normal Closure before FOI Act:","30","C10128 Middle East;
        C10049 International","","C2767698","303.711517"
"FO 371/8464","Foreign Office: Political Departments: General Correspondence from 1906-1966. American.","Liberia. Code 24 File 45","Liberia. Code 24 File 45.","01/01/1923","19230101","31/12/1923","19231231","1923","The National Archives, Kew","6","Former Reference Dep: File 45.","","Open Document, Open Description","Normal Closure before FOI Act:","30","C10049 International;
        C10124 Africa","","C2766129","303.711517"
"FO 371/7622","Foreign Office: Political Departments: General Correspondence from 1906-1966. Central.","Hungary. Code 21 File 257","Hungary. Code 21 File 257.","01/01/1922","19220101","31/12/1922","19221231","1922","The National Archives, Kew","6","Former Reference Dep: File 257.","","Open Document, Open Description","Normal Closure before FOI Act:","30","C10131 Europe and Russia;
        C10049 International","","C2765287","303.711517"
"FO 371/5083","Foreign Office: Political Departments: General Correspondence from 1906-1966. Eastern.","Turkey. Code 44 File 14","Turkey. Code 44 File 14.","01/01/1920","19200101","31/12/1920","19201231","1920","The National Archives, Kew","6","Former Reference Dep: File 14.","","Open Document, Open Description","Normal Closure before FOI Act:","30","C10128 Middle East;
        C10049 International","","C2762748","303.711517"
"FO 371/10338","Foreign Office: Political Departments: General Correspondence from 1906-1966. Far-Eastern.","Opium. Code 87 File 95","Opium. Code 87 File 95.","01/01/1924","19240101","31/12/1924","19241231","1924","The National Archives, Kew","6","Former Reference Dep: File 95.","","Open Document, Open Description","Normal Closure before FOI Act:","30","C10049 International","","C2768003","303.654846"
"FO 371/10966","Foreign Office: Political Departments: General Correspondence from 1906-1966. Far-Eastern.","Opium. Code 87 File 7","Opium. Code 87 File 7.","01/01/1925","19250101","31/12/1925","19251231","1925","The National Archives, Kew","6","Former Reference Dep: File 7.","","Open Document, Open Description","Normal Closure before FOI Act:","30","C10049 International","","C2768631","303.654846"
"FO 395/395","Foreign Office: News Department: General Correspondence from 1906.","United States. Code 145 File 141","United States. Code 145 File 141.","01/01/1923","19230101","31/12/1923","19231231","1923","The National Archives, Kew","6","Former Reference Dep: File 141.","","Open Document, Open Description","Normal Closure before FOI Act:","30","C10049 International;
        C10125 Americas","","C4266576","303.201263"
"FO 371/8065","Foreign Office: Political Departments: General Correspondence from 1906-1966. Northern.","Baltic States. Code 59 File 699","Baltic States. Code 59 File 699.","01/01/1922","19220101","31/12/1922","19221231","1922","The National Archives, Kew","6","Former Reference Dep: File 699.","","Open Document, Open Description","Normal Closure before FOI Act:","30","C10131 Europe and Russia;
        C10049 International","","C2765730","303.0861"
"FO 369/1866","Foreign Office: Consular Department: General Correspondence from 1906.","Chile. Code 209 File 443","Chile. Code 209 File 443.","01/01/1925","19250101","31/12/1925","19251231","1925","The National Archives, Kew","6","Former Reference Dep: File 443.","","Open Document, Open Description","Normal Closure before FOI Act:","30","C10049 International;
        C10125 Americas","","C4259479","303.0205"
"FO 371/5452","Foreign Office: Political Departments: General Correspondence from 1906-1966. Northern.","Sweden. Code 42 File 62","Sweden. Code 42 File 62.","01/01/1920","19200101","31/12/1920","19201231","1920","The National Archives, Kew","6","Former Reference Dep: File 62.","","Open Document, Open Description","Normal Closure before FOI Act:","30","C10131 Europe and Russia;
        C10049 International","","C2763117","302.904358"
"FO 371/4700","Foreign Office: Political Departments: General Correspondence from 1906-1966. Central.","Balkans. Code 19 File 4025","Balkans. Code 19 File 4025.","01/01/1920","19200101","31/12/1920","19201231","1920","The National Archives, Kew","6","Former Reference Dep: File 4025.","","Open Document, Open Description","Normal Closure before FOI Act:","30","C10131 Europe and Russia;
        C10049 International","","C2762365","302.904358"
"FO 371/4701","Foreign Office: Political Departments: General Correspondence from 1906-1966. Central.","Balkans. Code 19 File 4027","Balkans. Code 19 File 4027.","01/01/1920","19200101","31/12/1920","19201231","1920","The National Archives, Kew","6","Former Reference Dep: File 4027.","","Open Document, Open Description","Normal Closure before FOI Act:","30","C10131 Europe and Russia;
        C10049 International","","C2762366","302.904358"
"FO 372/1439","Foreign Office: Treaty Department and successors: General Correspondence from 1906.","Netherlands. Code 329 file 1202.","Netherlands. Code 329 file 1202.","01/01/1920","19200101","31/12/1920","19201231","1920","The National Archives, Kew","6","Former Reference Dep: File 1202.","","Open Document, Open Description","Normal Closure before FOI Act:","30","C10131 Europe and Russia;
        C10049 International;
        C10112 Treaties and alliances","","C2496036","302.904358"
"FO 371/4864","Foreign Office: Political Departments: General Correspondence from 1906-1966. Central.","Hungary. Code 21 File 392","Hungary. Code 21 File 392.","01/01/1920","19200101","31/12/1920","19201231","1920","The National Archives, Kew","6","Former Reference Dep: File 392.","","Open Document, Open Description","Normal Closure before FOI Act:","30","C10131 Europe and Russia;
        C10049 International","","C2762529","302.904358"
"FO 371/9384","Foreign Office: Political Departments: General Correspondence from 1906-1966. Western.","Belgium. Code 4 File 486","Belgium. Code 4 File 486.","01/01/1923","19230101","31/12/1923","19231231","1923","The National Archives, Kew","6","Former Reference Dep: File 486.","","Open Document, Open Description","Normal Closure before FOI Act:","30","C10131 Europe and Russia;
        C10049 International","","C2767049","302.904358"
"FO 371/7822","Foreign Office: Political Departments: General Correspondence from 1906-1966. Eastern.","Persia. Code 34 File 25","Persia. Code 34 File 25.","01/01/1922","19220101","31/12/1922","19221231","1922","The National Archives, Kew","6","Former Reference Dep: File 25.","","Open Document, Open Description","Normal Closure before FOI Act:","30","C10128 Middle East;
        C10049 International","","C2765487","302.904358"
"FO 371/10023","Foreign Office: Political Departments: General Correspondence from 1906-1966. Eastern.","Egypt. Code 16 File 35","Egypt. Code 16 File 35.","01/01/1924","19240101","31/12/1924","19241231","1924","The National Archives, Kew","6","Former Reference Dep: File 35.","","Open Document, Open Description","Normal Closure before FOI Act:","30","C10128 Middle East;
        C10049 International","","C2767688","302.904358"
"FO 371/8146","Foreign Office: Political Departments: General Correspondence from 1906-1966. Northern.","Russia. Code 38 File 2","Russia. Code 38 File 2.","01/01/1922","19220101","31/12/1922","19221231","1922","The National Archives, Kew","6","Former Reference Dep: File 2.","","Open Document, Open Description","Normal Closure before FOI Act:","30","C10131 Europe and Russia;
        C10049 International;
        C10126 Asia","","C2765811","302.904358"
"FO 371/10341","Foreign Office: Political Departments: General Correspondence from 1906-1966. Far-Eastern.","Opium. Code 87 File 259","Opium. Code 87 File 259.","01/01/1924","19240101","31/12/1924","19241231","1924","The National Archives, Kew","6","Former Reference Dep: File 259.","","Open Document, Open Description","Normal Closure before FOI Act:","30","C10049 International","","C2768006","302.8485"
"FO 371/10303","Foreign Office: Political Departments: General Correspondence from 1906-1966. Far-Eastern.","Japan. Code 23 File 14","Japan. Code 23 File 14.","01/01/1924","19240101","31/12/1924","19241231","1924","The National Archives, Kew","6","Former Reference Dep: File 14.","","Open Document, Open Description","Normal Closure before FOI Act:","30","C10049 International;
        C10126 Asia","","C2767968","302.8485"
"FO 371/9417","Foreign Office: Political Departments: General Correspondence from 1906-1966. Western.","League of Nations. Code 98 File 7","League of Nations. Code 98 File 7.","01/01/1923","19230101","31/12/1923","19231231","1923","The National Archives, Kew","6","Former Reference Dep: File 7.","","Open Document, Open Description","Normal Closure before FOI Act:","30","C10049 International","","C2767082","301.602234"
"FO 395/346","Foreign Office: News Department: General Correspondence from 1906.","United States. Code 145 File 3","United States. Code 145 File 3.","01/01/1920","19200101","31/12/1920","19201231","1920","The National Archives, Kew","6","Former Reference Dep: File 3.","","Open Document, Open Description","Normal Closure before FOI Act:","30","C10049 International;
        C10125 Americas","","C4266527","301.325531"
"FO 371/8292","Foreign Office: Political Departments: General Correspondence from 1906-1966. Western.","[Western]: General. Code 50 File 1555","[Western]: General. Code 50 File 1555.","01/01/1922","19220101","31/12/1922","19221231","1922","The National Archives, Kew","6","Former Reference Dep: File 1555.","","Open Document, Open Description","Normal Closure before FOI Act:","30","C10049 International","","C2765957","301.2077"
"FO 371/10552","Foreign Office: Political Departments: General Correspondence from 1906-1966. Western.","{Western]: General. Code 50 File 111","{Western]: General. Code 50 File 111.","01/01/1924","19240101","31/12/1924","19241231","1924","The National Archives, Kew","6","Former Reference Dep: File 111.","","Open Document, Open Description","Normal Closure before FOI Act:","30","C10049 International","","C2768217","301.2077"
"FO 371/9443","Foreign Office: Political Departments: General Correspondence from 1906-1966. Western.","League of Nations. Code 98 File 3032","League of Nations. Code 98 File 3032.","01/01/1923","19230101","31/12/1923","19231231","1923","The National Archives, Kew","6","Former Reference Dep: File 3032.","","Open Document, Open Description","Normal Closure before FOI Act:","30","C10049 International","","C2767108","300.751434"
"FO 395/364","Foreign Office: News Department: General Correspondence from 1906.","United States. Code 145 File 640","United States. Code 145 File 640.","01/01/1921","19210101","31/12/1921","19211231","1921","The National Archives, Kew","6","Former Reference Dep: File 640.","","Open Document, Open Description","Normal Closure before FOI Act:","30","C10049 International;
        C10125 Americas","","C4266545","300.533844"
"FO 371/8289","Foreign Office: Political Departments: General Correspondence from 1906-1966. Western.","[Western]: General. Code 50 File 888","[Western]: General. Code 50 File 888.","01/01/1922","19220101","31/12/1922","19221231","1922","The National Archives, Kew","6","Former Reference Dep: File 888.","","Open Document, Open Description","Normal Closure before FOI Act:","30","C10049 International","","C2765954","300.4177"
"FO 371/8288","Foreign Office: Political Departments: General Correspondence from 1906-1966. Western.","[Western]: General. Code 50 File 873","[Western]: General. Code 50 File 873.","01/01/1922","19220101","31/12/1922","19221231","1922","The National Archives, Kew","6","Former Reference Dep: File 873.","","Open Document, Open Description","Normal Closure before FOI Act:","30","C10049 International","","C2765953","300.4177"
"FO 371/9921","Foreign Office: Political Departments: General Correspondence from 1906-1966. Central.","International Rivers and Transport. Code 96 File 1603","International Rivers and Transport. Code 96 File 1603.","01/01/1924","19240101","31/12/1924","19241231","1924","The National Archives, Kew","6","Former Reference Dep: File 1603.","","Open Document, Open Description","Normal Closure before FOI Act:","30","C10049 International","","C2767586","299.417267"
"FO 371/9430","Foreign Office: Political Departments: General Correspondence from 1906-1966. Western.","League of Nations. Code 98 File 153","League of Nations. Code 98 File 153.","01/01/1923","19230101","31/12/1923","19231231","1923","The National Archives, Kew","6","Former Reference Dep: File 153.","","Open Document, Open Description","Normal Closure before FOI Act:","30","C10049 International","","C2767095","298.112457"
"FO 371/8878","Foreign Office: Political Departments: General Correspondence from 1906-1966. Central.","International Rivers and Transport. Code 96 File 1628","International Rivers and Transport. Code 96 File 1628.","01/01/1923","19230101","31/12/1923","19231231","1923","The National Archives, Kew","6","Former Reference Dep: File 1628.","","Open Document, Open Description","Normal Closure before FOI Act:","30","C10049 International","","C2766543","296.724243"
"FO 371/4398","Foreign Office: Political Departments: General Correspondence from 1906-1966.","Abyssinia. Code 1 Files 4165 - 4820","Abyssinia. Code 1 Files 4165 - 4820.","01/01/1920","19200101","31/12/1920","19201231","1920","The National Archives, Kew","6","Former Reference Dep: File 4165-4820.","","Open Document, Open Description","Normal Closure before FOI Act:","30","C10049 International;
        C10124 Africa","","C2762063","289.3192"
"FO 371/5270","Foreign Office: Political Departments: General Correspondence from 1906-1966. Eastern.","Turkey. Code 44 Files 8435 - 8546","Turkey. Code 44 Files 8435 - 8546.","01/01/1920","19200101","31/12/1920","19201231","1920","The National Archives, Kew","6","Former Reference Dep: File 8435-8546.","","Open Document, Open Description","Normal Closure before FOI Act:","30","C10128 Middle East;
        C10049 International","","C2762935","289.2609"
"FO 371/5414","Foreign Office: Political Departments: General Correspondence from 1906-1966. Northern.","Poland. Code 55 Files 1810 - 2937","Poland. Code 55 Files 1810 - 2937.","01/01/1920","19200101","31/12/1920","19201231","1920","The National Archives, Kew","6","Former Reference Dep: File 1810-2937.","","Open Document, Open Description","Normal Closure before FOI Act:","30","C10131 Europe and Russia;
        C10049 International","","C2763079","289.2609"
"FO 371/4544","Foreign Office: Political Departments: General Correspondence from 1906-1966. American.","Peru. Code 35 Files 34 - 463","Peru. Code 35 Files 34 - 463.","01/01/1920","19200101","31/12/1920","19201231","1920","The National Archives, Kew","6","Former Reference Dep: File 34-463.","","Open Document, Open Description","Normal Closure before FOI Act:","30","C10049 International;
        C10125 Americas","","C2762209","289.2609"
"FO 371/5459","Foreign Office: Political Departments: General Correspondence from 1906-1966. Western.","Belgium. Code 4 Files 1076 - 1742","Belgium. Code 4 Files 1076 - 1742.","01/01/1920","19200101","31/12/1920","19201231","1920","The National Archives, Kew","6","Former Reference Dep: File 1076-1742.","","Open Document, Open Description","Normal Closure before FOI Act:","30","C10131 Europe and Russia;
        C10049 International","","C2763124","289.2609"
