"Citable Reference","Context Description","Title","Description","Start Date","Start Date (num)","End Date","End Date (num)","Covering Dates","Held by","Catalogue level","References","Opening Date","Closure Status","Closure Type","Closure Code","Subjects","Digitised","ID","Score"
"FO 371/9271","Foreign Office: Political Departments: General Correspondence from 1906-1966. Northern.","Baltic States. Code 59 Files 2922 (papers 3463 - end) - 4566","Baltic States. Code 59 Files 2922 (papers 3463 - end) - 4566.","01/01/1923","19230101","31/12/1923","19231231","1923","The National Archives, Kew","6","Former Reference Dep: File 2922 (pp.3463-end)-4566.","","Open Document, Open Description","Normal Closure before FOI Act:","30","C10131 Europe and Russia;
        C10049 International","","C2766936","237.9911"
"FO 371/9293","Foreign Office: Political Departments: General Correspondence from 1906-1966. Northern.","Central Asia. Code 97 Files 1824 (papers 4934 - end) - 9972","Central Asia. Code 97 Files 1824 (papers 4934 - end) - 9972.","01/01/1923","19230101","31/12/1923","19231231","1923","The National Archives, Kew","6","Former Reference Dep: File 1824 (pp.4934-end)-9972.","","Open Document, Open Description","Normal Closure before FOI Act:","30","C10049 International;
        C10126 Asia","","C2766958","237.9911"
"FO 371/7199","Foreign Office: Political Departments: General Correspondence from 1906-1966. American.","Central America. Code 8 Files 900 - 2117 (to paper 3942)","Central America. Code 8 Files 900 - 2117 (to paper 3942).","01/01/1922","19220101","31/12/1922","19221231","1922","The National Archives, Kew","6","Former Reference Dep: File 900-2117 (to pp.3942).","","Open Document, Open Description","Normal Closure before FOI Act:","30","C10049 International;
        C10125 Americas","","C2764864","237.9911"
"FO 371/10428","Foreign Office: Political Departments: General Correspondence from 1906-1966. Northern.","Northern: General. Code 63 Files 3963 (papers 5454 - end) - 9378","Northern: General. Code 63 Files 3963 (papers 5454 - end) - 9378.","01/01/1924","19240101","31/12/1924","19241231","1924","The National Archives, Kew","6","Former Reference Dep: File 3963 (pp.5454-end)-9378.","","Open Document, Open Description","Normal Closure before FOI Act:","30","C10049 International","","C2768093","237.9911"
"FO 371/10519","Foreign Office: Political Departments: General Correspondence from 1906-1966. Northern.","Russian Conference. Code 85 Files 6267 (papers 7524 - end) - 7948","Russian Conference. Code 85 Files 6267 (papers 7524 - end) - 7948.","01/01/1924","19240101","31/12/1924","19241231","1924","The National Archives, Kew","6","Former Reference Dep: File 6267 (pp.7524-end)-7948.","","Open Document, Open Description","Normal Closure before FOI Act:","30","C10049 International","","C2768184","237.9911"
"FO 371/6734","Foreign Office: Political Departments: General Correspondence from 1906-1966. Northern.","Baltic States. Code 59 Files 4672 (papers 8450 - end) - 6078","Baltic States. Code 59 Files 4672 (papers 8450 - end) - 6078.","01/01/1921","19210101","31/12/1921","19211231","1921","The National Archives, Kew","6","Former Reference Dep: File 4672 (pp.8450-end)-6078.","","Open Document, Open Description","Normal Closure before FOI Act:","30","C10131 Europe and Russia;
        C10049 International","","C2764399","237.9911"
"FO 371/11040","Foreign Office: Political Departments: General Correspondence from 1906-1966. Western.","Arms Traffic. Code 95 Files 86 (papers 5975 - end) - 8613","Arms Traffic. Code 95 Files 86 (papers 5975 - end) - 8613.","01/01/1925","19250101","31/12/1925","19251231","1925","The National Archives, Kew","6","Former Reference Dep: File 86 (pp. 5975-end)-8613.","","Open Document, Open Description","Normal Closure before FOI Act:","30","C10049 International","","C2768705","237.9911"
"FO 371/10806","Foreign Office: Political Departments: General Correspondence from 1906-1966. Central.","Roumania [Romania]. Code 37 Files 2573 (papers 12389 - end) - 14272","Roumania [Romania]. Code 37 Files 2573 (papers 12389 - end) - 14272.","01/01/1925","19250101","31/12/1925","19251231","1925","The National Archives, Kew","6","Former Reference Dep: File 2573 (pp. 12389-end)-14272.","","Open Document, Open Description","Normal Closure before FOI Act:","30","C10131 Europe and Russia;
        C10049 International","","C2768471","237.9911"
"FO 371/9402","Foreign Office: Political Departments: General Correspondence from 1906-1966. Western.","[Western]: General. Code 50 Files 67 - 147 (to paper 4793)","[Western]: General. Code 50 Files 67 - 147 (to paper 4793).","01/01/1923","19230101","31/12/1923","19231231","1923","The National Archives, Kew","6","Former Reference Dep: File 67-147 (to pp.4793).","","Open Document, Open Description","Normal Closure before FOI Act:","30","C10049 International","","C2767067","237.9911"
"FO 371/10403","Foreign Office: Political Departments: General Correspondence from 1906-1966. Northern.","Central Asia. Code 97 Files 68 (papers 7816 - end) - 101","Central Asia. Code 97 Files 68 (papers 7816 - end) - 101.","01/01/1924","19240101","31/12/1924","19241231","1924","The National Archives, Kew","6","Former Reference Dep: File 68 (pp.7816-end)-101.","","Open Document, Open Description","Normal Closure before FOI Act:","30","C10049 International;
        C10126 Asia","","C2768068","237.9911"
"FO 371/10982","Foreign Office: Political Departments: General Correspondence from 1906-1966. Northern.","Baltic States. Code 59 Files 729 (papers 2797 - end) - 1303","Baltic States. Code 59 Files 729 (papers 2797 - end) - 1303.","01/01/1925","19250101","31/12/1925","19251231","1925","The National Archives, Kew","6","Former Reference Dep: File 729 (pp. 2797-end)-1303.","","Open Document, Open Description","Normal Closure before FOI Act:","30","C10131 Europe and Russia;
        C10049 International","","C2768647","237.9911"
"FO 371/10985","Foreign Office: Political Departments: General Correspondence from 1906-1966. Northern.","Central Asia. Code 97 Files 125 - 130 (to paper 4084)","Central Asia. Code 97 Files 125 - 130 (to paper 4084).","01/01/1925","19250101","31/12/1925","19251231","1925","The National Archives, Kew","6","Former Reference Dep: File 125-130 (to pp. 4084).","","Open Document, Open Description","Normal Closure before FOI Act:","30","C10049 International;
        C10126 Asia","","C2768650","237.9911"
"FO 371/6780","Foreign Office: Political Departments: General Correspondence from 1906-1966. Northern.","Northern: General. Code 63 Files 3808 (papers 10415 - end) - 7946","Northern: General. Code 63 Files 3808 (papers 10415 - end) - 7946.","01/01/1921","19210101","31/12/1921","19211231","1921","The National Archives, Kew","6","Former Reference Dep: File 3808 (pp.10415-end)-7946.","","Open Document, Open Description","Normal Closure before FOI Act:","30","C10049 International","","C2764445","237.9911"
"FO 371/9981","Foreign Office: Political Departments: General Correspondence from 1906-1966. Central.","Roumania [Romania]. Code 37 Files 5456 (papers 18285 - end) - 8227","Roumania [Romania]. Code 37 Files 5456 (papers 18285 - end) - 8227.","01/01/1924","19240101","31/12/1924","19241231","1924","The National Archives, Kew","6","Former Reference Dep: File 5456 (pp.18285-end)-8227.","","Open Document, Open Description","Normal Closure before FOI Act:","30","C10131 Europe and Russia;
        C10049 International","","C2767646","237.9911"
"FO 371/4422","Foreign Office: Political Departments: General Correspondence from 1906-1966. Political.","Arms Traffic. Code 95 Files 2345 (papers 2761 - end) - 3264","Arms Traffic. Code 95 Files 2345 (papers 2761 - end) - 3264.","01/01/1920","19200101","31/12/1920","19201231","1920","The National Archives, Kew","6","Former Reference Dep: File 2345 (pp.2761-end)-3264.","","Open Document, Open Description","Normal Closure before FOI Act:","30","C10049 International","","C2762087","237.9911"
"FO 371/9499","Foreign Office: Political Departments: General Correspondence from 1906-1966. American.","Africa: General. Code 60 Files 165 (papers 1793 - end) - 4384","Africa: General. Code 60 Files 165 (papers 1793 - end) - 4384.","01/01/1924","19240101","31/12/1924","19241231","1924","The National Archives, Kew","6","Former Reference Dep: File 165 (pp.1793-end)-4384.","","Open Document, Open Description","Normal Closure before FOI Act:","30","C10049 International;
        C10124 Africa","","C2767164","237.9911"
"FO 371/10829","Foreign Office: Political Departments: General Correspondence from 1906-1966. Eastern.","Eastern: General. Code 65 Files 43 (papers 7229 - end) - 44","Eastern: General. Code 65 Files 43 (papers 7229 - end) - 44.","01/01/1925","19250101","31/12/1925","19251231","1925","The National Archives, Kew","6","Former Reference Dep: File 43 (pp. 7229-end)-44.","","Open Document, Open Description","Normal Closure before FOI Act:","30","C10049 International","","C2768494","237.9911"
"FO 371/10831","Foreign Office: Political Departments: General Correspondence from 1906-1966. Eastern.","Eastern: General. Code 65 Files 62 (papers 5952 - end) - 63","Eastern: General. Code 65 Files 62 (papers 5952 - end) - 63.","01/01/1925","19250101","31/12/1925","19251231","1925","The National Archives, Kew","6","Former Reference Dep: File 62 (pp. 5952-end)-63.","","Open Document, Open Description","Normal Closure before FOI Act:","30","C10049 International","","C2768496","237.9911"
"FO 371/10553","Foreign Office: Political Departments: General Correspondence from 1906-1966. Western.","{Western]: General. Code 50 Files 125 - 136 (to paper 710)","{Western]: General. Code 50 Files 125 - 136 (to paper 710).","01/01/1924","19240101","31/12/1924","19241231","1924","The National Archives, Kew","6","Former Reference Dep: File 125-136 (to pp.710).","","Open Document, Open Description","Normal Closure before FOI Act:","30","C10049 International","","C2768218","237.9911"
"FO 371/10564","Foreign Office: Political Departments: General Correspondence from 1906-1966. Western.","{Western]: General. Code 50 Files 3307 - 4972 (to paper 9179)","{Western]: General. Code 50 Files 3307 - 4972 (to paper 9179).","01/01/1924","19240101","31/12/1924","19241231","1924","The National Archives, Kew","6","Former Reference Dep: File 3307-4972 (to pp.9179).","","Open Document, Open Description","Normal Closure before FOI Act:","30","C10049 International","","C2768229","237.9911"
"FO 371/6732","Foreign Office: Political Departments: General Correspondence from 1906-1966. Northern.","Baltic States. Code 59 Files 3813 - 3940 (to paper 11657)","Baltic States. Code 59 Files 3813 - 3940 (to paper 11657).","01/01/1921","19210101","31/12/1921","19211231","1921","The National Archives, Kew","6","Former Reference Dep: File 3813-3940 (to pp.11657).","","Open Document, Open Description","Normal Closure before FOI Act:","30","C10131 Europe and Russia;
        C10049 International","","C2764397","237.9911"
"FO 371/10407","Foreign Office: Political Departments: General Correspondence from 1906-1966. Northern.","Central Asia. Code 97 Files 610 (papers 7389 - end) - 1522","Central Asia. Code 97 Files 610 (papers 7389 - end) - 1522.","01/01/1924","19240101","31/12/1924","19241231","1924","The National Archives, Kew","6","Former Reference Dep: File 610 (pp.7389-end)-1522.","","Open Document, Open Description","Normal Closure before FOI Act:","30","C10049 International;
        C10126 Asia","","C2768072","237.9911"
"FO 371/7795","Foreign Office: Political Departments: General Correspondence from 1906-1966. Eastern.","Eastern: General. Code 65 Files 1266 - 1582 (to paper 1764)","Eastern: General. Code 65 Files 1266 - 1582 (to paper 1764).","01/01/1922","19220101","31/12/1922","19221231","1922","The National Archives, Kew","6","Former Reference Dep: File 1266-1582 (to pp.1764).","","Open Document, Open Description","Normal Closure before FOI Act:","30","C10049 International","","C2765460","237.9911"
"FO 371/6220","Foreign Office: Political Departments: General Correspondence from 1906-1966. Central.","Roumania [Romania]. Code 37 Files 1155 - 1311 (to paper 14669)","Roumania [Romania]. Code 37 Files 1155 - 1311 (to paper 14669).","01/01/1921","19210101","31/12/1921","19211231","1921","The National Archives, Kew","6","Former Reference Dep: File 1155-1311 (to pp.14669).","","Open Document, Open Description","Normal Closure before FOI Act:","30","C10131 Europe and Russia;
        C10049 International","","C2763885","237.9911"
"FO 371/8081","Foreign Office: Political Departments: General Correspondence from 1906-1966. Northern.","Central Asia. Code 97 Files 174 - 460 (to paper 7084)","Central Asia. Code 97 Files 174 - 460 (to paper 7084).","01/01/1922","19220101","31/12/1922","19221231","1922","The National Archives, Kew","6","Former Reference Dep: File 174-460 (to pp.7084).","","Open Document, Open Description","Normal Closure before FOI Act:","30","C10049 International;
        C10126 Asia","","C2765746","237.9911"
"FO 371/8104","Foreign Office: Political Departments: General Correspondence from 1906-1966. Northern.","Northern: General. Code 63 Files 41 - 82 (to paper 2428)","Northern: General. Code 63 Files 41 - 82 (to paper 2428).","01/01/1922","19220101","31/12/1922","19221231","1922","The National Archives, Kew","6","Former Reference Dep: File 41-82 (to pp.2428).","","Open Document, Open Description","Normal Closure before FOI Act:","30","C10049 International","","C2765769","237.9911"
"FO 371/9598","Foreign Office: Political Departments: General Correspondence from 1906-1966. American.","United States. Code 45 Files 52 (papers 1771 - end) - 56","United States. Code 45 Files 52 (papers 1771 - end) - 56.","01/01/1924","19240101","31/12/1924","19241231","1924","The National Archives, Kew","6","Former Reference Dep: File 52 (pp.1771-end)-56.","","Open Document, Open Description","Normal Closure before FOI Act:","30","C10049 International;
        C10125 Americas","","C2767263","237.9911"
"FO 371/11055","Foreign Office: Political Departments: General Correspondence from 1906-1966. Western.","[Western]: General. Code 50 Files 44 - 90 (to paper 11268)","[Western]: General. Code 50 Files 44 - 90 (to paper 11268).","01/01/1925","19250101","31/12/1925","19251231","1925","The National Archives, Kew","6","Former Reference Dep: File 44-90 (to pp. 11268).","","Open Document, Open Description","Normal Closure before FOI Act:","30","C10049 International","","C2768720","237.9911"
"FO 371/7230","Foreign Office: Political Departments: General Correspondence from 1906-1966. American.","Mexico. Code 26 Files 2587 (papers 5517 - end) - 2692","Mexico. Code 26 Files 2587 (papers 5517 - end) - 2692.","01/01/1922","19220101","31/12/1922","19221231","1922","The National Archives, Kew","6","Former Reference Dep: File 2587 (pp.5517-end)-2692.","","Open Document, Open Description","Normal Closure before FOI Act:","30","C10049 International;
        C10125 Americas","","C2764895","237.979614"
"FO 371/7202","Foreign Office: Political Departments: General Correspondence from 1906-1966. American.","Chile. Code 9 Files 128 - 183 (to paper 1430)","Chile. Code 9 Files 128 - 183 (to paper 1430).","01/01/1922","19220101","31/12/1922","19221231","1922","The National Archives, Kew","6","Former Reference Dep: File 128-183 (to pp.1430).","","Open Document, Open Description","Normal Closure before FOI Act:","30","C10049 International;
        C10125 Americas","","C2764867","237.979614"
"FO 371/7321","Foreign Office: Political Departments: General Correspondence from 1906-1966. American.","Uruguay. Code 46 Files 643 (papers 5554 - end) - 678","Uruguay. Code 46 Files 643 (papers 5554 - end) - 678.","01/01/1922","19220101","31/12/1922","19221231","1922","The National Archives, Kew","6","Former Reference Dep: File 643 (pp.5554-end)-678.","","Open Document, Open Description","Normal Closure before FOI Act:","30","C10049 International;
        C10125 Americas","","C2764986","237.979614"
"FO 371/7318","Foreign Office: Political Departments: General Correspondence from 1906-1966. American.","Uruguay. Code 46 Files 80 - 82 (to paper 6795)","Uruguay. Code 46 Files 80 - 82 (to paper 6795).","01/01/1922","19220101","31/12/1922","19221231","1922","The National Archives, Kew","6","Former Reference Dep: File 80-82 (to pp.6795).","","Open Document, Open Description","Normal Closure before FOI Act:","30","C10049 International;
        C10125 Americas","","C2764983","237.979614"
"FO 371/7226","Foreign Office: Political Departments: General Correspondence from 1906-1966. American.","Mexico. Code 26 Files 599 - 669 (to paper 4169)","Mexico. Code 26 Files 599 - 669 (to paper 4169).","01/01/1922","19220101","31/12/1922","19221231","1922","The National Archives, Kew","6","Former Reference Dep: File 599-669 (to pp.4169).","","Open Document, Open Description","Normal Closure before FOI Act:","30","C10049 International;
        C10125 Americas","","C2764891","237.979614"
"FO 371/6348","Foreign Office: Political Departments: General Correspondence from 1906-1966. Eastern.","Mesopotamia. Code 93 Files 98 - 99 (to paper 11172)","Mesopotamia. Code 93 Files 98 - 99 (to paper 11172).","01/01/1921","19210101","31/12/1921","19211231","1921","The National Archives, Kew","6","Former Reference Dep: File 98-99 (to pp.11172).","","Open Document, Open Description","Normal Closure before FOI Act:","30","C10049 International","","C2764013","237.979614"
"FO 371/7206","Foreign Office: Political Departments: General Correspondence from 1906-1966. American.","Chile. Code 9 Files 1502 (papers 5703 - end) - 2549","Chile. Code 9 Files 1502 (papers 5703 - end) - 2549.","01/01/1922","19220101","31/12/1922","19221231","1922","The National Archives, Kew","6","Former Reference Dep: File 1502 (pp.5703-end)-2549.","","Open Document, Open Description","Normal Closure before FOI Act:","30","C10049 International;
        C10125 Americas","","C2764871","237.979614"
"FO 371/7190","Foreign Office: Political Departments: General Correspondence from 1906-1966. American.","Brazil. Code 6 Files 1517 (papers 3815 - end) - 1857","Brazil. Code 6 Files 1517 (papers 3815 - end) - 1857.","01/01/1922","19220101","31/12/1922","19221231","1922","The National Archives, Kew","6","Former Reference Dep: File 1517 (pp.3815-end)-1857.","","Open Document, Open Description","Normal Closure before FOI Act:","30","C10049 International;
        C10125 Americas","","C2764855","237.979614"
"FO 371/5590","Foreign Office: Political Departments: General Correspondence from 1906-1966. American.","Mexico. Code 26 Files 1288 (papers 3657 - end) - 1778","Mexico. Code 26 Files 1288 (papers 3657 - end) - 1778.","01/01/1921","19210101","31/12/1921","19211231","1921","The National Archives, Kew","6","Former Reference Dep: File 1288 (pp.3657-end)-1778.","","Open Document, Open Description","Normal Closure before FOI Act:","30","C10049 International;
        C10125 Americas","","C2763255","237.979614"
"FO 371/5588","Foreign Office: Political Departments: General Correspondence from 1906-1966. American.","Mexico. Code 26 Files 632 - 1058 (to paper 6140)","Mexico. Code 26 Files 632 - 1058 (to paper 6140).","01/01/1921","19210101","31/12/1921","19211231","1921","The National Archives, Kew","6","Former Reference Dep: File 632-1058 (to pp.6140).","","Open Document, Open Description","Normal Closure before FOI Act:","30","C10049 International;
        C10125 Americas","","C2763253","237.979614"
"FO 371/5533","Foreign Office: Political Departments: General Correspondence from 1906-1966. American.","Bolivia. Code 5 Files 2092 (papers 5895 - end) - 9173","Bolivia. Code 5 Files 2092 (papers 5895 - end) - 9173.","01/01/1921","19210101","31/12/1921","19211231","1921","The National Archives, Kew","6","Former Reference Dep: File 2092 (pp.5895-end)-9173.","","Open Document, Open Description","Normal Closure before FOI Act:","30","C10049 International;
        C10125 Americas","","C2763198","237.979614"
"FO 371/5186","Foreign Office: Political Departments: General Correspondence from 1906-1966. Eastern.","Turkey. Code 44 Files 480 - 495 (to paper 14340)","Turkey. Code 44 Files 480 - 495 (to paper 14340).","01/01/1920","19200101","31/12/1920","19201231","1920","The National Archives, Kew","6","Former Reference Dep: File 480-495 (to pp.14340).","","Open Document, Open Description","Normal Closure before FOI Act:","30","C10128 Middle East;
        C10049 International","","C2762851","237.979614"
"FO 371/6911","Foreign Office: Political Departments: General Correspondence from 1906-1966. Northern.","Russia. Code 38 Files 5584 - 5901 (to paper 8569)","Russia. Code 38 Files 5584 - 5901 (to paper 8569).","01/01/1921","19210101","31/12/1921","19211231","1921","The National Archives, Kew","6","Former Reference Dep: File 5584-5901 (to pp.8569).","","Open Document, Open Description","Normal Closure before FOI Act:","30","C10131 Europe and Russia;
        C10049 International;
        C10126 Asia","","C2764576","237.979614"
"FO 371/6913","Foreign Office: Political Departments: General Correspondence from 1906-1966. Northern.","Russia. Code 38 Files 6158 (papers 7200 - end) - 6544","Russia. Code 38 Files 6158 (papers 7200 - end) - 6544.","01/01/1921","19210101","31/12/1921","19211231","1921","The National Archives, Kew","6","Former Reference Dep: File 6158 (pp.7200-end)-6544.","","Open Document, Open Description","Normal Closure before FOI Act:","30","C10131 Europe and Russia;
        C10049 International;
        C10126 Asia","","C2764578","237.979614"
"FO 371/4976","Foreign Office: Political Departments: General Correspondence from 1906-1966. Eastern.","Caucasus. Code 58 Files 5217 (papers 12212 - end) - 9863","Caucasus. Code 58 Files 5217 (papers 12212 - end) - 9863.","01/01/1920","19200101","31/12/1920","19201231","1920","The National Archives, Kew","6","Former Reference Dep: File 5217 (pp.12212-end)-9863.","","Open Document, Open Description","Normal Closure before FOI Act:","30","C10049 International","","C2762641","237.979614"
"FO 371/4755","Foreign Office: Political Departments: General Correspondence from 1906-1966. Central.","Germany. Code 18 Files 72 (papers 6192 - end) - 98","Germany. Code 18 Files 72 (papers 6192 - end) - 98.","01/01/1920","19200101","31/12/1920","19201231","1920","The National Archives, Kew","6","Former Reference Dep: File 72 (pp.6192-end)-98.","","Open Document, Open Description","Normal Closure before FOI Act:","30","C10131 Europe and Russia;
        C10049 International","","C2762420","237.979614"
"FO 371/4490","Foreign Office: Political Departments: General Correspondence from 1906-1966. American.","Mexico. Code 26 File 61 - 65 (to paper 428)","Mexico. Code 26 File 61 - 65 (to paper 428).","01/01/1920","19200101","31/12/1920","19201231","1920","The National Archives, Kew","6","Former Reference Dep: File 61-65 (to pp.428).","","Open Document, Open Description","Normal Closure before FOI Act:","30","C10049 International;
        C10125 Americas","","C2762155","237.979614"
"FO 371/4691","Foreign Office: Political Departments: General Correspondence from 1906-1966. Central.","Balkans. Code 19 Files 766 - 769 (to paper 13297)","Balkans. Code 19 Files 766 - 769 (to paper 13297).","01/01/1920","19200101","31/12/1920","19201231","1920","The National Archives, Kew","6","Former Reference Dep: File 766-769 (to pp.13297).","","Open Document, Open Description","Normal Closure before FOI Act:","30","C10131 Europe and Russia;
        C10049 International","","C2762356","237.979614"
"FO 371/11024","Foreign Office: Political Departments: General Correspondence from 1906-1966. Northern.","Russia. Code 38 Files 1247 (papers 4773 - end) - 1317","Russia. Code 38 Files 1247 (papers 4773 - end) - 1317.","01/01/1925","19250101","31/12/1925","19251231","1925","The National Archives, Kew","6","Former Reference Dep: File 1247 (pp. 4773-end)-1317.","","Open Document, Open Description","Normal Closure before FOI Act:","30","C10131 Europe and Russia;
        C10049 International;
        C10126 Asia","","C2768689","237.979614"
"FO 371/7091","Foreign Office: Political Departments: General Correspondence from 1906-1966. Western.","Netherlands. Code 29 Files 1648 (papers 9582 - end) - 2400","Netherlands. Code 29 Files 1648 (papers 9582 - end) - 2400.","01/01/1921","19210101","31/12/1921","19211231","1921","The National Archives, Kew","6","Former Reference Dep: File 1648 (pp.9582-end)-2400.","","Open Document, Open Description","Normal Closure before FOI Act:","30","C10131 Europe and Russia;
        C10049 International","","C2764756","237.979614"
"FO 371/6918","Foreign Office: Political Departments: General Correspondence from 1906-1966. Northern.","Russia. Code 38 Files 7961 - 8614 (to paper 8716)","Russia. Code 38 Files 7961 - 8614 (to paper 8716).","01/01/1921","19210101","31/12/1921","19211231","1921","The National Archives, Kew","6","Former Reference Dep: File 7961-8614 (to pp.8716).","","Open Document, Open Description","Normal Closure before FOI Act:","30","C10131 Europe and Russia;
        C10049 International;
        C10126 Asia","","C2764583","237.979614"
"FO 371/6768","Foreign Office: Political Departments: General Correspondence from 1906-1966. Northern.","Finland. Code 56 Files 1429 - 2050 (to paper 6070)","Finland. Code 56 Files 1429 - 2050 (to paper 6070).","01/01/1921","19210101","31/12/1921","19211231","1921","The National Archives, Kew","6","Former Reference Dep: File 1429-2050 (to pp.6070).","","Open Document, Open Description","Normal Closure before FOI Act:","30","C10131 Europe and Russia;
        C10049 International","","C2764433","237.979614"
"FO 371/5769","Foreign Office: Political Departments: General Correspondence from 1906-1966. Central.","Austria. Code 3 Files 477 (papers 23884 - end) - 714","Austria. Code 3 Files 477 (papers 23884 - end) - 714.","01/01/1921","19210101","31/12/1921","19211231","1921","The National Archives, Kew","6","Former Reference Dep: File 477 (pp. 23884-end)-714.","","Open Document, Open Description","Normal Closure before FOI Act:","30","C10131 Europe and Russia;
        C10049 International","","C2763434","237.979614"
"FO 371/9046","Foreign Office: Political Departments: General Correspondence from 1906-1966. Eastern.","Persia. Code 34 Files 2745 - 3821 (to paper 7356)","Persia. Code 34 Files 2745 - 3821 (to paper 7356).","01/01/1923","19230101","31/12/1923","19231231","1923","The National Archives, Kew","6","Former Reference Dep: File 2745-3821 (to pp.7356).","","Open Document, Open Description","Normal Closure before FOI Act:","30","C10128 Middle East;
        C10049 International","","C2766711","237.979614"
"FO 371/8550","Foreign Office: Political Departments: General Correspondence from 1906-1966. Central.","Austria. Code 3 Files 1982 (papers 8711 - end) - 2910","Austria. Code 3 Files 1982 (papers 8711 - end) - 2910.","01/01/1923","19230101","31/12/1923","19231231","1923","The National Archives, Kew","6","Former Reference Dep: File 1982 (pp.8711-end)-2910.","","Open Document, Open Description","Normal Closure before FOI Act:","30","C10131 Europe and Russia;
        C10049 International","","C2766215","237.979614"
"FO 371/7354","Foreign Office: Political Departments: General Correspondence from 1906-1966. Central.","Austria. Code 3 Files 1498 (papers 10224 - end) - 2298","Austria. Code 3 Files 1498 (papers 10224 - end) - 2298.","01/01/1922","19220101","31/12/1922","19221231","1922","The National Archives, Kew","6","Former Reference Dep: File 1498 (pp.10224-end)-2298.","","Open Document, Open Description","Normal Closure before FOI Act:","30","C10131 Europe and Russia;
        C10049 International","","C2765019","237.979614"
"FO 371/7151","Foreign Office: Political Departments: General Correspondence from 1906-1966. African.","Abyssinia. Code 1 Files 3312 (papers 5719 - end) - 5155","Abyssinia. Code 1 Files 3312 (papers 5719 - end) - 5155.","01/01/1922","19220101","31/12/1922","19221231","1922","The National Archives, Kew","6","Former Reference Dep: File 3312 (pp.5719-end)-5155.","","Open Document, Open Description","Normal Closure before FOI Act:","30","C10049 International;
        C10124 Africa","","C2764816","237.979614"
"FO 371/5117","Foreign Office: Political Departments: General Correspondence from 1906-1966. Eastern.","Turkey. Code 44 Files 70 - 85 (to paper 3405)","Turkey. Code 44 Files 70 - 85 (to paper 3405).","01/01/1920","19200101","31/12/1920","19201231","1920","The National Archives, Kew","6","Former Reference Dep: File 70-85 (to pp.3405).","","Open Document, Open Description","Normal Closure before FOI Act:","30","C10128 Middle East;
        C10049 International","","C2762782","237.979614"
"FO 371/5723","Foreign Office: Political Departments: General Correspondence from 1906-1966. American.","Venezuela. Code 47 Files 1010 (papers 1644 - end) - 2617","Venezuela. Code 47 Files 1010 (papers 1644 - end) - 2617.","01/01/1921","19210101","31/12/1921","19211231","1921","The National Archives, Kew","6","Former Reference Dep: File 1010 (pp. 1644-end)-2617.","","Open Document, Open Description","Normal Closure before FOI Act:","30","C10049 International;
        C10125 Americas","","C2763388","237.979614"
"FO 371/7135","Foreign Office: Political Departments: General Correspondence from 1906-1966. Western.","Switzerland. Code 43 Files 15 - 170 (to paper 4984)","Switzerland. Code 43 Files 15 - 170 (to paper 4984).","01/01/1921","19210101","31/12/1921","19211231","1921","The National Archives, Kew","6","Former Reference Dep: File 15-170 (to pp.4984).","","Open Document, Open Description","Normal Closure before FOI Act:","30","C10131 Europe and Russia;
        C10049 International","","C2764800","237.979614"
"FO 371/7825","Foreign Office: Political Departments: General Correspondence from 1906-1966. Eastern.","Persia. Code 34 Files 255 (papers 2870 - end) - 283","Persia. Code 34 Files 255 (papers 2870 - end) - 283.","01/01/1922","19220101","31/12/1922","19221231","1922","The National Archives, Kew","6","Former Reference Dep: File 255 (pp.2870-end)-283.","","Open Document, Open Description","Normal Closure before FOI Act:","30","C10128 Middle East;
        C10049 International","","C2765490","237.979614"
"FO 371/9358","Foreign Office: Political Departments: General Correspondence from 1906-1966. Northern.","Russia. Code 38 Files 687 (papers 1041 - end) - 986","Russia. Code 38 Files 687 (papers 1041 - end) - 986.","01/01/1923","19230101","31/12/1923","19231231","1923","The National Archives, Kew","6","Former Reference Dep: File 687 (pp.1041-end)-986.","","Open Document, Open Description","Normal Closure before FOI Act:","30","C10131 Europe and Russia;
        C10049 International;
        C10126 Asia","","C2767023","237.979614"
"FO 371/9504","Foreign Office: Political Departments: General Correspondence from 1906-1966. American.","Argentina. Code 2 Files 1515 - 2842 (to paper 4313)","Argentina. Code 2 Files 1515 - 2842 (to paper 4313).","01/01/1924","19240101","31/12/1924","19241231","1924","The National Archives, Kew","6","Former Reference Dep: File 1515-2842 (to pp.4313).","","Open Document, Open Description","Normal Closure before FOI Act:","30","C10049 International;
        C10125 Americas","","C2767169","237.979614"
"FO 371/6100","Foreign Office: Political Departments: General Correspondence from 1906-1966. Central.","Hungary. Code 21 Files 8 - 99 (to paper 8663)","Hungary. Code 21 Files 8 - 99 (to paper 8663).","01/01/1921","19210101","31/12/1921","19211231","1921","The National Archives, Kew","6","Former Reference Dep: File 8-99 (to pp.8663).","","Open Document, Open Description","Normal Closure before FOI Act:","30","C10131 Europe and Russia;
        C10049 International","","C2763765","237.979614"
"FO 371/4648","Foreign Office: Political Departments: General Correspondence from 1906-1966. Central.","Austria. Code 3 Files 1298 - 2455 (to paper 3528)","Austria. Code 3 Files 1298 - 2455 (to paper 3528).","01/01/1920","19200101","31/12/1920","19201231","1920","The National Archives, Kew","6","Former Reference Dep: File 1298-2455 (to pp.3528).","","Open Document, Open Description","Normal Closure before FOI Act:","30","C10131 Europe and Russia;
        C10049 International","","C2762313","237.979614"
